id_progetto;missione;livello_territoriale;localizzazione;provincia;comune;geo_map_lat;geo_map_long;cup;importo_progetto;finanziato_pnrr;finanziato_pnc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002010008;M1;1. comunale;Comune di PISA (PI);PISA;Pisa;43.641.978.508.000;10.289.822.217.000;C55C22002010008;1176396;263119.74;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002020008;M1;1. comunale;Comune di MONTAIONE (FI);FIRENZE;Montaione;43.550.820.828.012;10.914.353.027.152;C55C22002020008;40000;40000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002030008;M1;1. comunale;Comune di CHIANCIANO TERME (SI);SIENA;Chianciano Terme;43.048.952.582.394;11.817.328.098.087;C55C22002030008;155100;108080;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002040008;M1;1. comunale;Comune di BIBBONA (LI);LIVORNO;Bibbona;43.234.482.297.300;10.534.791.571.900;C55C22002040008;349619;179036.35;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002050008;M1;1. comunale;Comune di Firenze (FI);FIRENZE;Firenze;43.783.902.716.015;11.247.831.523.350;C55C22002050008;40000;40000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002060008;M1;1. comunale;Comune di MONTERIGGIONI (SI);SIENA;Monteriggioni;43.379.674.061.400;11.172.183.055.844;C55C22002060008;39642;35637.85;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002070008;M1;1. comunale;Comune di PIETRASANTA (LU);LUCCA;Pietrasanta;43.951.261.744.876;10.225.596.471.918;C55C22002070008;275816;171205.34;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002080008;M1;1. comunale;Comune di MONTEPULCIANO (SI);SIENA;Montepulciano;43.087.241.200.000;11.775.930.500.000;C55C22002080008;226532;162555.09;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002090008;M1;1. comunale;Comune di MONTEPULCIANO (SI);SIENA;Montepulciano;43.068.550.300.000;11.809.491.900.000;C55C22002090008;85734;77160.57;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002110008;M1;1. comunale;Comune di MASSA MARITTIMA (GR);GROSSETO;Massa Marittima;42.994.364.000.000;10.948.516.700.000;C55C22002110008;359392;180039.41;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002120008;M1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002130008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.773.813.599.769;11.248.965.726.114;C55C22002130008;57540;51786;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002140008;M1;1. comunale;Comune di BARBERINO DI MUGELLO (FI);FIRENZE;Barberino di Mugello;43.998.123.750.815;11.205.740.153.118;C55C22002140008;499100;194121.23;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002150008;M1;1. comunale;Comune di MONTEPULCIANO (SI);SIENA;Montepulciano;43.073.896.699.069;11.802.637.282.747;C55C22002150008;138003;110402.4;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002170008;M1;1. comunale;Comune di SCARLINO (GR);GROSSETO;Scarlino;42.894.818.140.662;10.875.573.492.596;C55C22002170008;21936;19742.1;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002190008;M1;1. comunale;Comune di VIAREGGIO (LU);LUCCA;Viareggio;43.865.692.493.744;10.251.366.115.025;C55C22002190008;148640;148640;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002200008;M1;1. comunale;Comune di RIPARBELLA (PI);PISA;Riparbella;43.369.231.884.356;10.632.376.558.656;C55C22002200008;79076;62628;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002210008;M1;1. comunale;Comune di PISA (PI);PISA;Pisa;43.717.639.100.000;10.411.071.100.000;C55C22002210008;276940;167728.6;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002240008;M1;1. comunale;Comune di AREZZO (AR);AREZZO;Arezzo;43.467.526.030.058;11.882.461.460.835;C55C22002240008;250960;168402.68;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002250008;M1;1. comunale;Comune di GROSSETO (GR);GROSSETO;Grosseto;42.709.999.972.037;11.133.378.439.873;C55C22002250008;54700;45948;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002260008;M1;1. comunale;Comune di MONTALCINO (SI);SIENA;Montalcino;43.061.187.317.905;11.489.652.155.758;C55C22002260008;49503;44102.43;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002270008;M1;1. comunale;Comune di Lajatico (PI);PISA;Lajatico;43.474.214.467.760;10.727.606.204.963;C55C22002270008;60400;60400;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002280008;M1;5. regionale;#RIF!;TERRITORIO REGIONALE;;43.793.361.445.104;11.221.332.776.085;C55C22002280008;45200;45200;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002290008;M1;1. comunale;Comune di CORTONA (AR);AREZZO;Cortona;43.275.369.953.910;11.985.666.607.345;C55C22002290008;97350;48675;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002300008;M1;1. comunale;Comune di AREZZO (AR);AREZZO;Arezzo;43.467.526.030.058;11.882.461.460.835;C55C22002300008;202684;146147.2;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002310008;M1;1. comunale;Comune di MARCIANA (LI);LIVORNO;Marciana;42.786.685.785.691;10.236.045.440.411;C55C22002310008;180454;151561.78;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002320008;M1;1. comunale;Comune di MONTE ARGENTARIO (GR);GROSSETO;Monte Argentario;42.416.518.544.317;11.186.428.209.283;C55C22002320008;6710;6039;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002330008;M1;1. comunale;Comune di VIAREGGIO (LU);LUCCA;Viareggio;43.865.489.600.000;10.256.273.300.000;C55C22002330008;302568;172411.4;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002340008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.769.248.931.946;11.256.120.669.491;C55C22002340008;82253;73802.31;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002360008;M1;1. comunale;Comune di CAPOLONA (AR);AREZZO;Capolona;43.572.327.975.623;11.856.174.712.239;C55C22002360008;14660;13062;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002370008;M1;1. comunale;Comune di ORBETELLO (GR);GROSSETO;Orbetello;42.526.618.000.000;11.277.106.400.000;C55C22002370008;324543;175693.12;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002380008;M1;1. comunale;Comune di TORRITA DI SIENA (SI);SIENA;Torrita di Siena;43.176.890.000.000;11.763.482.000.000;C55C22002380008;712133;209955.03;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002400008;M1;1. comunale;Comune di CASCIANA TERME LARI (PI);PISA;Casciana Terme Lari;43.608.032.700.000;10.589.151.500.000;C55C22002400008;1959769;342491.89;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002410008;M1;1. comunale;Comune di VOLTERRA (PI);PISA;Volterra;43.435.555.445.092;10.847.468.459.126;C55C22002410008;263320;168383.39;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002420008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.795.939.400.000;11.204.275.200.000;C55C22002420008;163637;134182.4;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002430008;M1;1. comunale;Comune di PISA (PI);PISA;Pisa;43.716.586.623.456;10.401.101.825.849;C55C22002430008;1108822;256184.52;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002440008;M1;1. comunale;Comune di MANCIANO (GR);GROSSETO;Manciano;42.674.398.000.000;11.544.542.900.000;C55C22002440008;47000;42300;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002450008;M1;1. comunale;Comune di LIVORNO (LI);LIVORNO;Livorno;43.532.334.000.000;10.304.176.000.000;C55C22002450008;461839;187763.77;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002470008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.768.007.600.000;11.256.349.900.000;C55C22002470008;199739;162882.96;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002480008;M1;1. comunale;Comune di CHIANCIANO TERME (SI);SIENA;Chianciano Terme;43.051.703.300.000;11.820.969.200.000;C55C22002480008;561000;194213.6;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002490008;M1;1. comunale;Comune di CASTIGLIONE DELLA PESCAIA (GR);GROSSETO;Castiglione della Pescaia;42.842.268.271.004;10.777.606.341.188;C55C22002490008;174518;118000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002520008;M1;1. comunale;Comune di BARGA (LU);LUCCA;Barga;44.072.995.200.000;10.483.341.600.000;C55C22002520008;760000;219358.23;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002540008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.769.248.931.946;11.256.120.669.491;C55C22002540008;5090;4581;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002570008;M1;1. comunale;Comune di PORTOFERRAIO (LI);LIVORNO;Portoferraio;42.801.771.547.300;10.361.964.830.900;C55C22002570008;330000;175226.83;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002580008;M1;1. comunale;Comune di MONTE ARGENTARIO (GR);GROSSETO;Monte Argentario;42.427.945.139.500;11.181.031.118.400;C55C22002580008;9150;7720;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002590008;M1;1. comunale;Comune di CRESPINA LORENZANA (PI);PISA;Crespina Lorenzana;43.586.142.320.960;10.559.664.440.429;C55C22002590008;44980;40482;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002600008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.771.333.900.000;11.257.876.000.000;C55C22002600008;155020;131767;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002610008;M1;1. comunale;Comune di SAN GIMIGNANO (SI);SIENA;San Gimignano;43.509.177.941.602;11.041.579.853.922;C55C22002610008;221500;165117.66;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002620008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.786.496.545.855;11.265.416.521.896;C55C22002620008;58369;40575.79;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002630008;M1;1. comunale;Comune di FOLLONICA (GR);GROSSETO;Follonica;42.923.109.619.500;10.759.608.877.100;C55C22002630008;237384;165878.82;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002640008;M1;1. comunale;Comune di PESCAGLIA (LU);LUCCA;Pescaglia;43.975.523.000.000;10.465.627.500.000;C55C22002640008;80630;72504;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002650008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.782.838.623.509;11.267.675.201.694;C55C22002650008;4681628;576326.59;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002660008;M1;1. comunale;Comune di VIAREGGIO (LU);LUCCA;Viareggio;43.865.970.900.000;10.265.132.900.000;C55C22002660008;1837670;327908.13;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002670008;M1;1. comunale;Comune di GAMBASSI TERME (FI);FIRENZE;Gambassi Terme;43.530.028.193.208;10.978.566.869.263;C55C22002670008;666362;163167.67;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002680008;M1;1. comunale;Comune di BIBBONA (LI);LIVORNO;Bibbona;43.239.082.213.400;10.531.240.173.000;C55C22002680008;367279;180079.13;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002690008;M1;1. comunale;Comune di PIOMBINO (LI);LIVORNO;Piombino;42.949.859.950.300;10.696.288.636.100;C55C22002690008;2982995;432125.45;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002710008;M1;1. comunale;Comune di CAPOLIVERI (LI);LIVORNO;Capoliveri;42.746.076.929.942;10.375.536.635.287;C55C22002710008;297950;173466.45;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002720008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.771.568.600.000;11.253.162.100.000;C55C22002720008;21000;17640;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002730008;M1;1. comunale;Comune di VIAREGGIO (LU);LUCCA;Viareggio;43.878.015.778.136;10.248.255.402.512;C55C22002730008;119852;95881.96;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002740008;M1;1. comunale;Comune di CECINA (LI);LIVORNO;Cecina;43.300.238.300.000;10.500.987.000.000;C55C22002740008;950000;236805.53;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002750008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.770.109.497.296;11.263.818.354.802;C55C22002750008;121843;102610.48;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002770008;M1;1. comunale;Comune di SAN MINIATO (PI);PISA;San Miniato;43.692.198.394.337;10.811.461.997.287;C55C22002770008;411093;163167.67;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002780008;M1;1. comunale;Comune di CHIANCIANO TERME (SI);SIENA;Chianciano Terme;43.058.032.100.000;11.832.335.100.000;C55C22002780008;265222;166433.39;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002790008;M1;1. comunale;Comune di CAMPO NELL'ELBA (LI);LIVORNO;Campo nell'Elba;42.734.162.546.276;10.154.052.300.248;C55C22002790008;88931;74702.13;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002800008;M1;1. comunale;Comune di MONTEPULCIANO (SI);SIENA;Montepulciano;43.108.537.200.000;11.832.568.000.000;C55C22002800008;140382;96306;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002820008;M1;1. comunale;Comune di FOLLONICA (GR);GROSSETO;Follonica;42.935.286.600.000;10.779.857.900.000;C55C22002820008;2833624;433202.95;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002840008;M1;1. comunale;Comune di ROSIGNANO MARITTIMO (LI);LIVORNO;Rosignano Marittimo;43.350.501.166.800;10.461.077.798.200;C55C22002840008;45703;41132.7;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002850008;M1;1. comunale;Comune di PORTOFERRAIO (LI);LIVORNO;Portoferraio;42.802.939.600.000;10.270.103.800.000;C55C22002850008;254000;168453.22;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002860008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.783.353.200.000;11.258.283.700.000;C55C22002860008;152180;129743.7;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002870008;M1;1. comunale;Comune di MARCIANA (LI);LIVORNO;Marciana;42.804.008.610.272;10.138.772.419.106;C55C22002870008;130832;109899;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002880008;M1;1. comunale;Comune di Campo nell'Elba (LI);LIVORNO;Campo nell'Elba;42.753.470.544.517;10.190.006.310.420;C55C22002880008;26400;26400;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002890008;M1;1. comunale;Comune di LUCCA (LU);LUCCA;Lucca;43.865.967.986.900;10.433.961.841.100;C55C22002890008;190311;160248.89;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002900008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.775.368.471.320;11.254.250.864.018;C55C22002900008;43069;38762.1;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002910008;M1;1. comunale;Comune di MONTECATINI-TERME (PT);PISTOIA;Montecatini-Terme;43.884.646.130.938;10.772.699.720.736;C55C22002910008;250239;164988.29;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002920008;M1;1. comunale;Comune di GROSSETO (GR);GROSSETO;Grosseto;42.764.603.750.406;11.111.520.930.441;C55C22002920008;205150;163439.64;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002930008;M1;1. comunale;Comune di CECINA (LI);LIVORNO;Cecina;43.299.373.508.700;10.491.922.773.500;C55C22002930008;265402;170136.51;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002950008;M1;1. comunale;Comune di CASTIGLIONE DELLA PESCAIA (GR);GROSSETO;Castiglione della Pescaia;42.774.278.229.841;10.844.672.839.151;C55C22002950008;253500;167016.34;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002960008;M1;1. comunale;Comune di MONTE ARGENTARIO (GR);GROSSETO;Monte Argentario;42.434.051.734.582;11.156.601.496.804;C55C22002960008;499500;186214.78;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002970008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.769.847.100.000;11.251.057.600.000;C55C22002970008;696083;214594.39;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002980008;M1;1. comunale;Comune di Montepulciano (SI);SIENA;Montepulciano;43.098.693.219.759;11.786.906.799.971;C55C22002980008;11502;11502;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22002990008;M1;1. comunale;Comune di Campo nell'Elba (LI);LIVORNO;Campo nell'Elba;42.753.470.544.517;10.190.006.310.420;C55C22002990008;52953.6;52953.6;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003010008;M1;1. comunale;Comune di CAPOLIVERI (LI);LIVORNO;Capoliveri;42.739.763.030.545;10.369.607.767.398;C55C22003010008;543000;198113.58;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003030008;M1;1. comunale;Comune di SAN VINCENZO (LI);LIVORNO;San Vincenzo;43.096.701.670.900;10.538.989.757.100;C55C22003030008;506040;194320.33;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003040008;M1;1. comunale;Comune di Firenze (FI);FIRENZE;Firenze;43.783.902.716.015;11.247.831.523.350;C55C22003040008;149205.31;149205.31;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003070008;M1;1. comunale;Comune di CAMPO NELL'ELBA (LI);LIVORNO;Campo nell'Elba;42.749.947.000.000;10.236.966.200.000;C55C22003070008;126121;105941.8;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003080008;M1;1. comunale;Comune di CASTIGLIONE DELLA PESCAIA (GR);GROSSETO;Castiglione della Pescaia;42.777.772.828.952;10.809.594.525.656;C55C22003080008;176000;91000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003090008;M1;1. comunale;Comune di CHIANCIANO TERME (SI);SIENA;Chianciano Terme;43.036.510.916.199;11.822.754.093.791;C55C22003090008;228966;166397.06;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003110008;M1;1. comunale;Comune di PORTOFERRAIO (LI);LIVORNO;Portoferraio;42.818.431.625.102;10.311.400.140.411;C55C22003110008;81654;68588.98;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003120008;M1;1. comunale;Comune di CAMPO NELL'ELBA (LI);LIVORNO;Campo nell'Elba;42.758.690.007.089;10.223.809.769.245;C55C22003120008;62056;52127.2;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003140008;M1;1. comunale;Comune di PORTOFERRAIO (LI);LIVORNO;Portoferraio;42.816.659.482.300;10.321.925.730.000;C55C22003140008;158234;132916.71;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003150008;M1;1. comunale;Comune di RADICOFANI (SI);SIENA;Radicofani;42.921.498.205.533;11.740.863.797.255;C55C22003150008;256546;167431.59;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003160008;M1;1. comunale;Comune di PIETRASANTA (LU);LUCCA;Pietrasanta;43.929.442.209.400;10.199.563.757.200;C55C22003160008;33037;29733;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003170008;M1;1. comunale;Comune di CAPOLIVERI (LI);LIVORNO;Capoliveri;42.732.497.480.000;10.374.111.007.100;C55C22003170008;119308;100218.8;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003180008;M1;1. comunale;Comune di MARCIANA (LI);LIVORNO;Marciana;42.783.603.072.423;10.243.302.697.250;C55C22003180008;220816;165047.46;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003200008;M1;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.771.333.900.000;11.257.876.000.000;C55C22003200008;541599;194890.83;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003210008;M1;1. comunale;Comune di MASSA (MS);MASSA-CARRARA;Massa;43.981.989.219.900;10.137.947.596.600;C55C22003210008;25986;21828.24;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003230008;M1;1. comunale;Comune di CECINA (LI);LIVORNO;Cecina;43.300.110.700.000;10.500.088.300.000;C55C22003230008;59433;47546.56;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003240008;M1;1. comunale;Comune di PORTOFERRAIO (LI);LIVORNO;Portoferraio;42.812.883.207.900;10.322.367.946.100;C55C22003240008;301524;173330.64;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003250008;M1;1. comunale;Comune di SEGGIANO (GR);GROSSETO;Seggiano;42.917.095.664.936;11.539.020.268.419;C55C22003250008;40276;31898;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003260008;M1;1. comunale;Comune di SAN VINCENZO (LI);LIVORNO;San Vincenzo;43.098.767.200.000;10.588.158.300.000;C55C22003260008;455869;186605.45;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003270008;M1;1. comunale;Comune di CHIESINA UZZANESE (PT);PISTOIA;Chiesina Uzzanese;43.848.993.654.400;10.720.259.537.200;C55C22003270008;660725;210195.82;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003280008;M1;1. comunale;Comune di MASSA MARITTIMA (GR);GROSSETO;Massa Marittima;43.050.151.426.200;10.888.414.621.900;C55C22003280008;172900;91030;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003290008;M1;1. comunale;Comune di CAPOLIVERI (LI);LIVORNO;Capoliveri;42.758.406.450.000;10.311.869.266.966;C55C22003290008;119308;100218.8;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C55C22003300008;M1;1. comunale;Comune di CAPOLIVERI (LI);LIVORNO;Capoliveri;42.732.497.480.000;10.374.111.007.100;C55C22003300008;123719;103531.86;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
